year,gene,method,subtype,region,continent,mismatch
2018,pH1N1 HA epitope,beth-1 final,H1N1,UK,Europe,2.194285714
2019,pH1N1 HA epitope,beth-1 final,H1N1,UK,Europe,0.78113879
2013,pH1N1 HA epitope,beth-1 final,H1N1,GER,Europe,1.166666667
2014,pH1N1 HA epitope,beth-1 final,H1N1,GER,Europe,1
2015,pH1N1 HA epitope,beth-1 final,H1N1,GER,Europe,0.3125
2016,pH1N1 HA epitope,beth-1 final,H1N1,GER,Europe,0.984615385
2017,pH1N1 HA epitope,beth-1 final,H1N1,GER,Europe,0.333333333
2018,pH1N1 HA epitope,beth-1 final,H1N1,GER,Europe,2.15
2019,pH1N1 HA epitope,beth-1 final,H1N1,GER,Europe,0.94
2013,pH1N1 HA epitope,beth-1 final,H1N1,FR,Europe,0.764705882
2014,pH1N1 HA epitope,beth-1 final,H1N1,FR,Europe,1.163934426
2015,pH1N1 HA epitope,beth-1 final,H1N1,FR,Europe,0.115942029
2016,pH1N1 HA epitope,beth-1 final,H1N1,FR,Europe,1.02484472
2017,pH1N1 HA epitope,beth-1 final,H1N1,FR,Europe,1.052631579
2018,pH1N1 HA epitope,beth-1 final,H1N1,FR,Europe,2.363636364
2019,pH1N1 HA epitope,beth-1 final,H1N1,FR,Europe,1.005347594
2013,pH1N1 HA epitope,beth-1 final,H1N1,HK,Asia,1.352941176
2014,pH1N1 HA epitope,beth-1 final,H1N1,HK,Asia,1.076923077
2015,pH1N1 HA epitope,beth-1 final,H1N1,HK,Asia,0.181818182
2016,pH1N1 HA epitope,beth-1 final,H1N1,HK,Asia,0.913043478
2017,pH1N1 HA epitope,beth-1 final,H1N1,HK,Asia,0.536585366
2018,pH1N1 HA epitope,beth-1 final,H1N1,HK,Asia,2.237762238
2019,pH1N1 HA epitope,beth-1 final,H1N1,HK,Asia,1.290697674
2013,pH1N1 HA epitope,beth-1 final,H1N1,SCP,Asia,0.947368421
2014,pH1N1 HA epitope,beth-1 final,H1N1,SCP,Asia,1.169811321
2015,pH1N1 HA epitope,beth-1 final,H1N1,SCP,Asia,0.230769231
2016,pH1N1 HA epitope,beth-1 final,H1N1,SCP,Asia,0.517241379
2017,pH1N1 HA epitope,beth-1 final,H1N1,SCP,Asia,0.484848485
2018,pH1N1 HA epitope,beth-1 final,H1N1,SCP,Asia,2.291666667
2019,pH1N1 HA epitope,beth-1 final,H1N1,SCP,Asia,1.0562249
2013,pH1N1 HA epitope,beth-1 final,H1N1,JP,Asia,1.378787879
2014,pH1N1 HA epitope,beth-1 final,H1N1,JP,Asia,1.121848739
2015,pH1N1 HA epitope,beth-1 final,H1N1,JP,Asia,0.594594595
2016,pH1N1 HA epitope,beth-1 final,H1N1,JP,Asia,1.008032129
2017,pH1N1 HA epitope,beth-1 final,H1N1,JP,Asia,0.899408284
2018,pH1N1 HA epitope,beth-1 final,H1N1,JP,Asia,2.835227273
2019,pH1N1 HA epitope,beth-1 final,H1N1,JP,Asia,1.854341737
2013,pH1N1 HA epitope,beth-1 final,H1N1,SG,Asia,0.848484848
2014,pH1N1 HA epitope,beth-1 final,H1N1,SG,Asia,1.333333333
2015,pH1N1 HA epitope,beth-1 final,H1N1,SG,Asia,0.13559322
2016,pH1N1 HA epitope,beth-1 final,H1N1,SG,Asia,0.920863309
2017,pH1N1 HA epitope,beth-1 final,H1N1,SG,Asia,1.088709677
2018,pH1N1 HA epitope,beth-1 final,H1N1,SG,Asia,2.379032258
2019,pH1N1 HA epitope,beth-1 final,H1N1,SG,Asia,1.514018692
2013,pH1N1 HA epitope,Neher LBI,H1N1,NY,North America,2.8
2014,pH1N1 HA epitope,Neher LBI,H1N1,NY,North America,1.166666667
2015,pH1N1 HA epitope,Neher LBI,H1N1,NY,North America,1.5
2016,pH1N1 HA epitope,Neher LBI,H1N1,NY,North America,1.038461538
2017,pH1N1 HA epitope,Neher LBI,H1N1,NY,North America,1.5
2018,pH1N1 HA epitope,Neher LBI,H1N1,NY,North America,2.310344828
2019,pH1N1 HA epitope,Neher LBI,H1N1,NY,North America,2.46875
2013,pH1N1 HA epitope,Neher LBI,H1N1,CA,North America,2.428571429
2014,pH1N1 HA epitope,Neher LBI,H1N1,CA,North America,1.25
2015,pH1N1 HA epitope,Neher LBI,H1N1,CA,North America,0.2
2016,pH1N1 HA epitope,Neher LBI,H1N1,CA,North America,1.075949367
2017,pH1N1 HA epitope,Neher LBI,H1N1,CA,North America,1.0625
2018,pH1N1 HA epitope,Neher LBI,H1N1,CA,North America,2.254901961
2019,pH1N1 HA epitope,Neher LBI,H1N1,CA,North America,1.863013699
2013,pH1N1 HA epitope,Neher LBI,H1N1,CAN,North America,2.333333333
2014,pH1N1 HA epitope,Neher LBI,H1N1,CAN,North America,1
2015,pH1N1 HA epitope,Neher LBI,H1N1,CAN,North America,0.5
2016,pH1N1 HA epitope,Neher LBI,H1N1,CAN,North America,1.310344828
2017,pH1N1 HA epitope,Neher LBI,H1N1,CAN,North America,2.142857143
2018,pH1N1 HA epitope,Neher LBI,H1N1,CAN,North America,2.575757576
2019,pH1N1 HA epitope,Neher LBI,H1N1,CAN,North America,2.076655052
2013,pH1N1 HA epitope,Neher LBI,H1N1,UK,Europe,2.545454545
2014,pH1N1 HA epitope,Neher LBI,H1N1,UK,Europe,1.510638298
2015,pH1N1 HA epitope,Neher LBI,H1N1,UK,Europe,0.363636364
2016,pH1N1 HA epitope,Neher LBI,H1N1,UK,Europe,0.997252747
2017,pH1N1 HA epitope,Neher LBI,H1N1,UK,Europe,1.407407407
2018,pH1N1 HA epitope,Neher LBI,H1N1,UK,Europe,2.194285714
2019,pH1N1 HA epitope,Neher LBI,H1N1,UK,Europe,1.777580071
2013,pH1N1 HA epitope,Neher LBI,H1N1,GER,Europe,2.833333333
2014,pH1N1 HA epitope,Neher LBI,H1N1,GER,Europe,1
2015,pH1N1 HA epitope,Neher LBI,H1N1,GER,Europe,0.3125
2016,pH1N1 HA epitope,Neher LBI,H1N1,GER,Europe,0.984615385
2017,pH1N1 HA epitope,Neher LBI,H1N1,GER,Europe,0.333333333
2018,pH1N1 HA epitope,Neher LBI,H1N1,GER,Europe,2.15
2019,pH1N1 HA epitope,Neher LBI,H1N1,GER,Europe,1.9
2013,pH1N1 HA epitope,Neher LBI,H1N1,FR,Europe,2.647058824
2014,pH1N1 HA epitope,Neher LBI,H1N1,FR,Europe,1.163934426
2015,pH1N1 HA epitope,Neher LBI,H1N1,FR,Europe,0.115942029
2016,pH1N1 HA epitope,Neher LBI,H1N1,FR,Europe,1.02484472
2017,pH1N1 HA epitope,Neher LBI,H1N1,FR,Europe,1.052631579
2018,pH1N1 HA epitope,Neher LBI,H1N1,FR,Europe,2.375494071
2019,pH1N1 HA epitope,Neher LBI,H1N1,FR,Europe,2.005347594
2013,pH1N1 HA epitope,Neher LBI,H1N1,HK,Asia,3.117647059
2014,pH1N1 HA epitope,Neher LBI,H1N1,HK,Asia,1.076923077
2015,pH1N1 HA epitope,Neher LBI,H1N1,HK,Asia,0.181818182
2016,pH1N1 HA epitope,Neher LBI,H1N1,HK,Asia,0.913043478
2017,pH1N1 HA epitope,Neher LBI,H1N1,HK,Asia,0.536585366
2018,pH1N1 HA epitope,Neher LBI,H1N1,HK,Asia,2.237762238
2019,pH1N1 HA epitope,Neher LBI,H1N1,HK,Asia,2.290697674
2013,pH1N1 HA epitope,Neher LBI,H1N1,SCP,Asia,2.947368421
2014,pH1N1 HA epitope,Neher LBI,H1N1,SCP,Asia,1.169811321
2015,pH1N1 HA epitope,Neher LBI,H1N1,SCP,Asia,0.230769231
2016,pH1N1 HA epitope,Neher LBI,H1N1,SCP,Asia,0.517241379
2017,pH1N1 HA epitope,Neher LBI,H1N1,SCP,Asia,0.484848485
2018,pH1N1 HA epitope,Neher LBI,H1N1,SCP,Asia,2.430555556
2019,pH1N1 HA epitope,Neher LBI,H1N1,SCP,Asia,1.983935743
2013,pH1N1 HA epitope,Neher LBI,H1N1,JP,Asia,3.303030303
2014,pH1N1 HA epitope,Neher LBI,H1N1,JP,Asia,1.121848739
2015,pH1N1 HA epitope,Neher LBI,H1N1,JP,Asia,0.594594595
2016,pH1N1 HA epitope,Neher LBI,H1N1,JP,Asia,1.008032129
2017,pH1N1 HA epitope,Neher LBI,H1N1,JP,Asia,0.899408284
2018,pH1N1 HA epitope,Neher LBI,H1N1,JP,Asia,2.840909091
2019,pH1N1 HA epitope,Neher LBI,H1N1,JP,Asia,2.840336134
2013,pH1N1 HA epitope,Neher LBI,H1N1,SG,Asia,2.787878788
2014,pH1N1 HA epitope,Neher LBI,H1N1,SG,Asia,1.333333333
2015,pH1N1 HA epitope,Neher LBI,H1N1,SG,Asia,0.13559322
2016,pH1N1 HA epitope,Neher LBI,H1N1,SG,Asia,0.920863309
2017,pH1N1 HA epitope,Neher LBI,H1N1,SG,Asia,1.088709677
2018,pH1N1 HA epitope,Neher LBI,H1N1,SG,Asia,2.379032258
2019,pH1N1 HA epitope,Neher LBI,H1N1,SG,Asia,2.495327103
2013,pH1N1 HA epitope,answer strain,H1N1,NY,North America,1.2
2014,pH1N1 HA epitope,answer strain,H1N1,NY,North America,0.166666667
2015,pH1N1 HA epitope,answer strain,H1N1,NY,North America,1.5
2016,pH1N1 HA epitope,answer strain,H1N1,NY,North America,0.153846154
2017,pH1N1 HA epitope,answer strain,H1N1,NY,North America,1.5
2018,pH1N1 HA epitope,answer strain,H1N1,NY,North America,0.310344828
2019,pH1N1 HA epitope,answer strain,H1N1,NY,North America,2.09375
2013,pH1N1 HA epitope,answer strain,H1N1,CA,North America,0.714285714
2014,pH1N1 HA epitope,answer strain,H1N1,CA,North America,0.416666667
2015,pH1N1 HA epitope,answer strain,H1N1,CA,North America,0.2
2016,pH1N1 HA epitope,answer strain,H1N1,CA,North America,0.126582278
2017,pH1N1 HA epitope,answer strain,H1N1,CA,North America,1.0625
2018,pH1N1 HA epitope,answer strain,H1N1,CA,North America,0.294117647
2019,pH1N1 HA epitope,answer strain,H1N1,CA,North America,1.239726027
2013,pH1N1 HA epitope,answer strain,H1N1,CAN,North America,0.333333333
2014,pH1N1 HA epitope,answer strain,H1N1,CAN,North America,0
2015,pH1N1 HA epitope,answer strain,H1N1,CAN,North America,0.5
2016,pH1N1 HA epitope,answer strain,H1N1,CAN,North America,0.586206897
2017,pH1N1 HA epitope,answer strain,H1N1,CAN,North America,2.142857143
2018,pH1N1 HA epitope,answer strain,H1N1,CAN,North America,0.575757576
2019,pH1N1 HA epitope,answer strain,H1N1,CAN,North America,1.013937282
2013,pH1N1 HA epitope,answer strain,H1N1,UK,Europe,1.090909091
2014,pH1N1 HA epitope,answer strain,H1N1,UK,Europe,0.553191489
2015,pH1N1 HA epitope,answer strain,H1N1,UK,Europe,0.363636364
2016,pH1N1 HA epitope,answer strain,H1N1,UK,Europe,0.21978022
2017,pH1N1 HA epitope,answer strain,H1N1,UK,Europe,1.407407407
2018,pH1N1 HA epitope,answer strain,H1N1,UK,Europe,0.205714286
2019,pH1N1 HA epitope,answer strain,H1N1,UK,Europe,0.761565836
2013,pH1N1 HA epitope,answer strain,H1N1,GER,Europe,1.166666667
2014,pH1N1 HA epitope,answer strain,H1N1,GER,Europe,0
2015,pH1N1 HA epitope,answer strain,H1N1,GER,Europe,0.3125
2016,pH1N1 HA epitope,answer strain,H1N1,GER,Europe,0.169230769
2017,pH1N1 HA epitope,answer strain,H1N1,GER,Europe,0.333333333
2018,pH1N1 HA epitope,answer strain,H1N1,GER,Europe,0.15
2019,pH1N1 HA epitope,answer strain,H1N1,GER,Europe,0.86
2013,pH1N1 HA epitope,answer strain,H1N1,FR,Europe,0.764705882
2014,pH1N1 HA epitope,answer strain,H1N1,FR,Europe,0.327868852
2015,pH1N1 HA epitope,answer strain,H1N1,FR,Europe,0.115942029
2016,pH1N1 HA epitope,answer strain,H1N1,FR,Europe,0.161490683
2017,pH1N1 HA epitope,answer strain,H1N1,FR,Europe,1.052631579
2018,pH1N1 HA epitope,answer strain,H1N1,FR,Europe,0.403162055
2019,pH1N1 HA epitope,answer strain,H1N1,FR,Europe,0.903743316
2013,pH1N1 HA epitope,answer strain,H1N1,HK,Asia,1.352941176
2014,pH1N1 HA epitope,answer strain,H1N1,HK,Asia,0.076923077
2015,pH1N1 HA epitope,answer strain,H1N1,HK,Asia,0.181818182
2016,pH1N1 HA epitope,answer strain,H1N1,HK,Asia,0.260869565
2017,pH1N1 HA epitope,answer strain,H1N1,HK,Asia,0.536585366
2018,pH1N1 HA epitope,answer strain,H1N1,HK,Asia,0.251748252
2019,pH1N1 HA epitope,answer strain,H1N1,HK,Asia,1.151162791
2013,pH1N1 HA epitope,answer strain,H1N1,SCP,Asia,0.947368421
2014,pH1N1 HA epitope,answer strain,H1N1,SCP,Asia,0.433962264
2015,pH1N1 HA epitope,answer strain,H1N1,SCP,Asia,0.230769231
2016,pH1N1 HA epitope,answer strain,H1N1,SCP,Asia,1.045977011
2017,pH1N1 HA epitope,answer strain,H1N1,SCP,Asia,0.484848485
2018,pH1N1 HA epitope,answer strain,H1N1,SCP,Asia,0.583333333
2019,pH1N1 HA epitope,answer strain,H1N1,SCP,Asia,1.184738956
2013,pH1N1 HA epitope,answer strain,H1N1,JP,Asia,1.378787879
2014,pH1N1 HA epitope,answer strain,H1N1,JP,Asia,0.151260504
2015,pH1N1 HA epitope,answer strain,H1N1,JP,Asia,0.594594595
2016,pH1N1 HA epitope,answer strain,H1N1,JP,Asia,0.329317269
2017,pH1N1 HA epitope,answer strain,H1N1,JP,Asia,0.899408284
2018,pH1N1 HA epitope,answer strain,H1N1,JP,Asia,0.909090909
2019,pH1N1 HA epitope,answer strain,H1N1,JP,Asia,1.582633053
2013,pH1N1 HA epitope,answer strain,H1N1,SG,Asia,0.848484848
2014,pH1N1 HA epitope,answer strain,H1N1,SG,Asia,0.333333333
2015,pH1N1 HA epitope,answer strain,H1N1,SG,Asia,0.13559322
2016,pH1N1 HA epitope,answer strain,H1N1,SG,Asia,0.438848921
2017,pH1N1 HA epitope,answer strain,H1N1,SG,Asia,1.088709677
2018,pH1N1 HA epitope,answer strain,H1N1,SG,Asia,0.411290323
2019,pH1N1 HA epitope,answer strain,H1N1,SG,Asia,0.794392523
2013,pH1N1 NA protein,current-system,H1N1,NY,North America,8
2014,pH1N1 NA protein,current-system,H1N1,NY,North America,11.5
2015,pH1N1 NA protein,current-system,H1N1,NY,North America,14.5
2016,pH1N1 NA protein,current-system,H1N1,NY,North America,15.48076923
2017,pH1N1 NA protein,current-system,H1N1,NY,North America,17.25
2018,pH1N1 NA protein,current-system,H1N1,NY,North America,5.379310345
2019,pH1N1 NA protein,current-system,H1N1,NY,North America,7.375
2013,pH1N1 NA protein,current-system,H1N1,CA,North America,7.428571429
2014,pH1N1 NA protein,current-system,H1N1,CA,North America,11.08333333
2015,pH1N1 NA protein,current-system,H1N1,CA,North America,13.9
2016,pH1N1 NA protein,current-system,H1N1,CA,North America,15.39240506
2017,pH1N1 NA protein,current-system,H1N1,CA,North America,17.33333333
2018,pH1N1 NA protein,current-system,H1N1,CA,North America,5.38
2019,pH1N1 NA protein,current-system,H1N1,CA,North America,7.426573427
2013,pH1N1 NA protein,current-system,H1N1,CAN,North America,7.333333333
2014,pH1N1 NA protein,current-system,H1N1,CAN,North America,11.33333333
2015,pH1N1 NA protein,current-system,H1N1,CAN,North America,15.5
2016,pH1N1 NA protein,current-system,H1N1,CAN,North America,15.55172414
2017,pH1N1 NA protein,current-system,H1N1,CAN,North America,19
2018,pH1N1 NA protein,current-system,H1N1,CAN,North America,5.787878788
2019,pH1N1 NA protein,current-system,H1N1,CAN,North America,7.1875
2013,pH1N1 NA protein,current-system,H1N1,UK,Europe,7.714285714
2014,pH1N1 NA protein,current-system,H1N1,UK,Europe,12.04255319
2015,pH1N1 NA protein,current-system,H1N1,UK,Europe,14.81818182
2016,pH1N1 NA protein,current-system,H1N1,UK,Europe,15.63483146
2017,pH1N1 NA protein,current-system,H1N1,UK,Europe,18.44444444
2018,pH1N1 NA protein,current-system,H1N1,UK,Europe,6.401234568
2019,pH1N1 NA protein,current-system,H1N1,UK,Europe,8.194656489
2013,pH1N1 NA protein,current-system,H1N1,GER,Europe,8.4
2014,pH1N1 NA protein,current-system,H1N1,GER,Europe,11.28571429
2015,pH1N1 NA protein,current-system,H1N1,GER,Europe,13.8125
2016,pH1N1 NA protein,current-system,H1N1,GER,Europe,15.52
2017,pH1N1 NA protein,current-system,H1N1,GER,Europe,16.22222222
2018,pH1N1 NA protein,current-system,H1N1,GER,Europe,6.7
2019,pH1N1 NA protein,current-system,H1N1,GER,Europe,8.040816327
2013,pH1N1 NA protein,current-system,H1N1,FR,Europe,6.941176471
2014,pH1N1 NA protein,current-system,H1N1,FR,Europe,11.62295082
2015,pH1N1 NA protein,current-system,H1N1,FR,Europe,13.76470588
2016,pH1N1 NA protein,current-system,H1N1,FR,Europe,15.67701863
2017,pH1N1 NA protein,current-system,H1N1,FR,Europe,17.73684211
2018,pH1N1 NA protein,current-system,H1N1,FR,Europe,6.178571429
2019,pH1N1 NA protein,current-system,H1N1,FR,Europe,7.655913978
2013,pH1N1 NA protein,current-system,H1N1,HK,Asia,7.75
2014,pH1N1 NA protein,current-system,H1N1,HK,Asia,12.84615385
2015,pH1N1 NA protein,current-system,H1N1,HK,Asia,13.90909091
2016,pH1N1 NA protein,current-system,H1N1,HK,Asia,15.5
2017,pH1N1 NA protein,current-system,H1N1,HK,Asia,17.3902439
2018,pH1N1 NA protein,current-system,H1N1,HK,Asia,6.068493151
2019,pH1N1 NA protein,current-system,H1N1,HK,Asia,9.136363636
2013,pH1N1 NA protein,current-system,H1N1,SCP,Asia,7.842105263
2014,pH1N1 NA protein,current-system,H1N1,SCP,Asia,10.80769231
2015,pH1N1 NA protein,current-system,H1N1,SCP,Asia,12.61538462
2016,pH1N1 NA protein,current-system,H1N1,SCP,Asia,14.3908046
2017,pH1N1 NA protein,current-system,H1N1,SCP,Asia,16.6969697
2018,pH1N1 NA protein,current-system,H1N1,SCP,Asia,5.432038835
2019,pH1N1 NA protein,current-system,H1N1,SCP,Asia,8.149797571
2013,pH1N1 NA protein,current-system,H1N1,JP,Asia,9.181818182
2014,pH1N1 NA protein,current-system,H1N1,JP,Asia,11.76371308
2015,pH1N1 NA protein,current-system,H1N1,JP,Asia,15
2016,pH1N1 NA protein,current-system,H1N1,JP,Asia,16.55421687
2017,pH1N1 NA protein,current-system,H1N1,JP,Asia,18.23668639
2018,pH1N1 NA protein,current-system,H1N1,JP,Asia,6.655172414
2019,pH1N1 NA protein,current-system,H1N1,JP,Asia,8.706586826
2013,pH1N1 NA protein,current-system,H1N1,SG,Asia,8.636363636
2014,pH1N1 NA protein,current-system,H1N1,SG,Asia,11.6
2015,pH1N1 NA protein,current-system,H1N1,SG,Asia,14.55084746
2016,pH1N1 NA protein,current-system,H1N1,SG,Asia,15.60869565
2017,pH1N1 NA protein,current-system,H1N1,SG,Asia,18.08870968
2018,pH1N1 NA protein,current-system,H1N1,SG,Asia,5.821138211
2019,pH1N1 NA protein,current-system,H1N1,SG,Asia,9.523364486
2013,pH1N1 NA protein,beth-1 final,H1N1,NY,North America,3.8
2014,pH1N1 NA protein,beth-1 final,H1N1,NY,North America,5.5
2015,pH1N1 NA protein,beth-1 final,H1N1,NY,North America,5.5
2016,pH1N1 NA protein,beth-1 final,H1N1,NY,North America,1.038461538
2017,pH1N1 NA protein,beth-1 final,H1N1,NY,North America,2.25
2018,pH1N1 NA protein,beth-1 final,H1N1,NY,North America,5.379310345
2019,pH1N1 NA protein,beth-1 final,H1N1,NY,North America,3.75
2013,pH1N1 NA protein,beth-1 final,H1N1,CA,North America,3.428571429
2014,pH1N1 NA protein,beth-1 final,H1N1,CA,North America,5.833333333
2015,pH1N1 NA protein,beth-1 final,H1N1,CA,North America,4.9
2016,pH1N1 NA protein,beth-1 final,H1N1,CA,North America,0.708860759
2017,pH1N1 NA protein,beth-1 final,H1N1,CA,North America,2.416666667
2018,pH1N1 NA protein,beth-1 final,H1N1,CA,North America,5.38
2019,pH1N1 NA protein,beth-1 final,H1N1,CA,North America,3.993006993
2013,pH1N1 NA protein,beth-1 final,H1N1,CAN,North America,4.666666667
2014,pH1N1 NA protein,beth-1 final,H1N1,CAN,North America,5.333333333
2015,pH1N1 NA protein,beth-1 final,H1N1,CAN,North America,8.5
2016,pH1N1 NA protein,beth-1 final,H1N1,CAN,North America,1.24137931
2017,pH1N1 NA protein,beth-1 final,H1N1,CAN,North America,4
2018,pH1N1 NA protein,beth-1 final,H1N1,CAN,North America,5.787878788
2019,pH1N1 NA protein,beth-1 final,H1N1,CAN,North America,3.520833333
2013,pH1N1 NA protein,beth-1 final,H1N1,UK,Europe,3.714285714
2014,pH1N1 NA protein,beth-1 final,H1N1,UK,Europe,6.170212766
2015,pH1N1 NA protein,beth-1 final,H1N1,UK,Europe,5.818181818
2016,pH1N1 NA protein,beth-1 final,H1N1,UK,Europe,1.306179775
2017,pH1N1 NA protein,beth-1 final,H1N1,UK,Europe,3.518518519
2018,pH1N1 NA protein,beth-1 final,H1N1,UK,Europe,6.401234568
2019,pH1N1 NA protein,beth-1 final,H1N1,UK,Europe,4.442748092
2013,pH1N1 NA protein,beth-1 final,H1N1,GER,Europe,6.8
2014,pH1N1 NA protein,beth-1 final,H1N1,GER,Europe,5.285714286
2015,pH1N1 NA protein,beth-1 final,H1N1,GER,Europe,5.0625
2016,pH1N1 NA protein,beth-1 final,H1N1,GER,Europe,0.66
2017,pH1N1 NA protein,beth-1 final,H1N1,GER,Europe,1.222222222
2018,pH1N1 NA protein,beth-1 final,H1N1,GER,Europe,6.7
2019,pH1N1 NA protein,beth-1 final,H1N1,GER,Europe,4.551020408
2013,pH1N1 NA protein,beth-1 final,H1N1,FR,Europe,3.705882353
2014,pH1N1 NA protein,beth-1 final,H1N1,FR,Europe,5.754098361
2015,pH1N1 NA protein,beth-1 final,H1N1,FR,Europe,4.794117647
2016,pH1N1 NA protein,beth-1 final,H1N1,FR,Europe,1.173913043
2017,pH1N1 NA protein,beth-1 final,H1N1,FR,Europe,3.052631579
2018,pH1N1 NA protein,beth-1 final,H1N1,FR,Europe,6.178571429
2019,pH1N1 NA protein,beth-1 final,H1N1,FR,Europe,4.268817204
2013,pH1N1 NA protein,beth-1 final,H1N1,HK,Asia,4.5
2014,pH1N1 NA protein,beth-1 final,H1N1,HK,Asia,6.846153846
2015,pH1N1 NA protein,beth-1 final,H1N1,HK,Asia,5.454545455
2016,pH1N1 NA protein,beth-1 final,H1N1,HK,Asia,2.227272727
2017,pH1N1 NA protein,beth-1 final,H1N1,HK,Asia,2.731707317
2018,pH1N1 NA protein,beth-1 final,H1N1,HK,Asia,6.068493151
2019,pH1N1 NA protein,beth-1 final,H1N1,HK,Asia,5.204545455
2013,pH1N1 NA protein,beth-1 final,H1N1,SCP,Asia,3.842105263
2014,pH1N1 NA protein,beth-1 final,H1N1,SCP,Asia,5.057692308
2015,pH1N1 NA protein,beth-1 final,H1N1,SCP,Asia,4.846153846
2016,pH1N1 NA protein,beth-1 final,H1N1,SCP,Asia,4.643678161
2017,pH1N1 NA protein,beth-1 final,H1N1,SCP,Asia,2.97979798
2018,pH1N1 NA protein,beth-1 final,H1N1,SCP,Asia,5.432038835
2019,pH1N1 NA protein,beth-1 final,H1N1,SCP,Asia,4.546558704
2013,pH1N1 NA protein,beth-1 final,H1N1,JP,Asia,5.581818182
2014,pH1N1 NA protein,beth-1 final,H1N1,JP,Asia,5.776371308
2015,pH1N1 NA protein,beth-1 final,H1N1,JP,Asia,6.054054054
2016,pH1N1 NA protein,beth-1 final,H1N1,JP,Asia,2.485943775
2017,pH1N1 NA protein,beth-1 final,H1N1,JP,Asia,3.372781065
2018,pH1N1 NA protein,beth-1 final,H1N1,JP,Asia,6.655172414
2019,pH1N1 NA protein,beth-1 final,H1N1,JP,Asia,4.880239521
2013,pH1N1 NA protein,beth-1 final,H1N1,SG,Asia,4.96969697
2014,pH1N1 NA protein,beth-1 final,H1N1,SG,Asia,6
2015,pH1N1 NA protein,beth-1 final,H1N1,SG,Asia,5.822033898
2016,pH1N1 NA protein,beth-1 final,H1N1,SG,Asia,1.963768116
2017,pH1N1 NA protein,beth-1 final,H1N1,SG,Asia,3.677419355
2018,pH1N1 NA protein,beth-1 final,H1N1,SG,Asia,5.821138211
2019,pH1N1 NA protein,beth-1 final,H1N1,SG,Asia,5.560747664
2013,pH1N1 NA protein,Neher LBI,H1N1,NY,North America,5
2014,pH1N1 NA protein,Neher LBI,H1N1,NY,North America,6.5
2015,pH1N1 NA protein,Neher LBI,H1N1,NY,North America,5.5
2016,pH1N1 NA protein,Neher LBI,H1N1,NY,North America,7.346153846
2017,pH1N1 NA protein,Neher LBI,H1N1,NY,North America,3.25
2018,pH1N1 NA protein,Neher LBI,H1N1,NY,North America,9.379310345
2019,pH1N1 NA protein,Neher LBI,H1N1,NY,North America,5.5625
2013,pH1N1 NA protein,Neher LBI,H1N1,CA,North America,4.428571429
2014,pH1N1 NA protein,Neher LBI,H1N1,CA,North America,6.666666667
2015,pH1N1 NA protein,Neher LBI,H1N1,CA,North America,4.9
2016,pH1N1 NA protein,Neher LBI,H1N1,CA,North America,7.417721519
2017,pH1N1 NA protein,Neher LBI,H1N1,CA,North America,3.395833333
